section,exercise_number,mode,exercise_text,graphic,a-C++,b-C++,c-C++,d-C++,e-C++,f-C++,a-C,b-C,c-C,d-C,e-C,f-C,a-Pascal,b-Pascal,c-Pascal,d-Pascal,e-Pascal,f-Pascal,answer,solution
Varianta 26,26.8.,Single,Șirul de valori care poate fi vectorul de tați al unui arbore cu 8 noduri este:,N/A,T=(0 1 8 3 2 5 5 4),T=(0 3 7 2 4 5 8 3),T=(0 1 1 2 4 5 8 7),T=(0 5 7 3 1 3 1 2),T=(0 1 0 2 4 6 3 3),T=(8 5 7 3 1 3 1 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) T=(0 5 7 3 1 3 1 2)\\
Indicații:\\ Reprezentarea grafică a variantei a:\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-294(4).jpg} \end{center} Reprezentarea grafică a variantei c:\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-294(2).jpg} \end{center} Reprezentarea grafică a variantei e:\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-294(5).jpg} \end{center} Reprezentarea grafică a variantei b:\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-294.jpg} \end{center} Reprezentarea grafică a variantei d:\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-294(3).jpg} \end{center} Reprezentarea grafică a variantei f:\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-294(1).jpg} \end{center}"
Varianta 26,26.9.,Single,"Știind că $i$, $j$, $s$ și $a$ sunt patru variabile de tip întreg, pentru orice valoare naturală nenulă a variabilei $a$, după executarea instrucțiunilor, valoarea afișată corespunde formulei matematice:
\begin{verbatim}
Limbajul C++/C
s=0;
for(i=1;i<=a;i++)
{
    j=1;
    while(j<=i)
    {
        s++;
        j++;
    }
    j=i+1;
    do
    {
        s++;
        j++;
    } while(j<=a);
}
cout<<s--; | printf(""%d"", s--);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
s:=0;
for i:=1 to a do
begin
    j:=1;
    while j<=i do
    begin
        s:=s+1;
        j:=j+1
    end;
    j:=i+1;
    repeat
        s:=s+1;
        j:=j+1;
    until j>a;
end;
write(s);
\end{verbatim}",N/A,$a(a+1)$,$a^{2}+1$,$a^{2}$,$a^{2}-1$,$a(a-1)$,$2 a^{2}-1$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) $a^{2}+1$\\
Indicații: Cele două instrucțiuni repetitive while și do... while / repeat... until aflate în interiorul instrucțiunii for parcurg intervalul $[1,a]$. Instrucțiunea while parcurge intervalul $[1,i]$, iar instrucțiunea do... while / repeat... until parcurge intervalul complementar $[i+1,a]$.\\ Deoarece aceste instrucțiuni se află într-un for care parcurge același interval $[1, a]$, variabila $s$ va avea valoarea $a^{2}$. Va afișa $a^{2}+1$ deoarece instrucțiunea do . . . while / repeat. . . until va incrementa cu 1 variabila $s$ în ultima apelare a instrucțiunii chiar dacă condiția este falsă, deoarece este instrucțiune repetitivă cu test final.\\ Pentru C++ nu se va afișa $a^{2}$, ci $a^{2}+1$ ,deoarece $s--$ decrementează variabila $s$ după afișare!\\"
Varianta 26,26.10.,Single,"Subprogramul $afis$ primește ca parametru un tablou bidimensional $v$ cu $n$ linii și $n$ coloane, numerotate de la 1 la $n$, unde $v=\left(\begin{array}{llll} 0 & 1 & 2 & 3",N/A,08523075,57032580,02587035,53078520,35087250,70358520,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) 53078520\\
Indicații: În cazul de față, funcția recursivă denumită afis se va opri în momentul în care $k$ devine 1. De menționat că, în cazul de față, $k$ pornește de la valoarea 8, care este valoarea sumei indicilor lui $a[4][4]$, elementul din dreapta jos.\\ Valoarea variabilei $k$ scade cu 2 la fiecare reapelare a funcției. Elementele se vor afișa din partea dreaptă spre cea stângă.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-338.jpg} \end{center}\\ $V=\left(\begin{array}{cccc} 0 & 1 & 2 & 3 \\ 4 & 5 & 6 & 7 \\ 8 & 9 & 0 & 1 \\ 2 & 3 & 4 & 5 \end{array}\right)$\\"
Varianta 26,26.11.,Single,"Știind că subprogramul $functie$ corespunde funcției matematice $f(x)=3 \cdot x-1$, pentru orice $x$ număr întreg, $abc(t, c)$ va calcula:
\begin{verbatim}
Limbajul C++/C
int functie(int x)
{return 3*x-1;}
int abc(int t, int c)
{   if(c==0) return t;
    else
        return abc(functie(t),c-1);}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function functie(var x:integer):integer;
begin
    functie:=3*x-1
end;
function abc(t,c:integer):integer;
begin
    if c=0 then
        abc:=t
    else
        abc:=abc(functie(t),c-1)
end;
\end{verbatim}",N/A,$\underbrace{f(t) \circ \ldots \circ f(t)}_{c-1}$,$\underbrace{f(t)+\cdots+f(t)}_{c-1}$,$f(t)^{c}$,$c * f(t)$,$(c-1) * f(t)$,$\underbrace{f(t) \circ \ldots \circ f(t)}_{c}$,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,"Răspuns corect: f) $\underbrace{f(t) \circ \ldots \circ f(t)}_{c}$\\
Indicații: $abc(functie(t), c-1)$ apelează subprogramul $functie()$ de $c$ ori. Această apelare se face cu rezultatul primit deja de la subprogramul $functie()$, adică $f(f(x))$.\\"
Varianta 26,26.12.,Single,"După executarea următoarelor instrucțiuni se va afișa:
\begin{verbatim}
Limbajul C++/C
char a[20][20];
int i;
strcpy(a[1],""bacalaureat"");
strcpy(a[2],""liceu"");
strcpy(a[3],""examene"");
strcpy(a[4],""politehnica"");
for(i=1;i<=4;i++)
        cout<<a[i][2*i]; | printf(""%d"", a[i][2*i]);
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var a:array[1..20] of string;
    i:integer;
begin
a[1]:='bacalaureat';
a[2]:='liceu';
a[3]:='examene';
a[4]:='politehnica';
for i:=1 to 4 do
    write(a[i,2*i+1])
end.
\end{verbatim}",N/A,aenn,teen,cunc,cuei,bceh,ceen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,d,"Răspuns corect: d) cuei\\
Indicații:\\ Pentru C++: A fost definit un tablou bidimensional de caractere, astfel:\\ \begin{tabular}{|c|c|c|c|c|c|c|c|c|c|c|c|} \hline & $\mathbf{0}$ & $\mathbf{1}$ & $\mathbf{2}$ & $\mathbf{3}$ & $\mathbf{4}$ & $\mathbf{5}$ & $\mathbf{6}$ & $\mathbf{7}$ & $\mathbf{8}$ & $\mathbf{9}$ & $\mathbf{1 0}$ \\ \hline $\mathbf{1}$ & b & a & c & a & L & a & u & r & e & a & t \\ \hline $\mathbf{2}$ & l & i & c & e & U & & & & & & \\ \hline $\mathbf{3}$ & e & x & a & m & E & n & e & & & & \\ \hline $\mathbf{4}$ & p & o & l & i & T & e & h & n & i & c & a \\ \hline \end{tabular}\\ Prin urmare sunt afişate elementele:\\ \begin{tabular}{|l|l|} \hline $i=1$ & $a[1][2]=`c`$ \\ \hline $i=2$ & $a[2][4]=`u`$ \\ \hline $i=3$ & $a[3][6]=`e`$ \\ \hline $i=4$ & $a[4][8]=`i`$ \\ \hline \end{tabular}\\ Pentru Pascal: În comparație cu C++, unde șirul de caractere pornește de la indexul 0, aici pornește de la 1. Prin urmare avem următoarele date:\\ \begin{tabular}{|l|l|l|l|l|l|l|l|l|l|l|l|} \hline & 1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 \\ \hline 1 & b & a & c & a & L & a & u & R & e & a & T \\ \hline 2 & 1 & i & c & e & U & & & & & & \\ \hline 3 & e & x & a & m & E & n & e & & & & \\ \hline 4 & p & o & 1 & i & T & e & h & N & i & c & a \\ \hline \end{tabular}\\ Următoarele elemente sunt afișate:\\ \begin{tabular}{|l|l|} \hline $i=1$ & $a[1][3]=`c`$ \\ \hline $i=2$ & $a[2][5]=`u`$\\ \hline $i=3$ & $a[3][7]=`e`$ \\ \hline $i=4$ & $a[4][9]=`i`$ \\ \hline \end{tabular}\\"
Varianta 26,26.13.,Single,"Următoarele instrucțiuni vor afișa:
\begin{verbatim}
Limbajul C++
int f1(int x, int &y)
{
    x=x+2;
    y=y-1;
    return x+y;
    x=x+1;
}
int main()
{
    int n=3,m=6;
    cout<<<f1 (f1 (m,n) ,m);
    cout<<"" ""<<m;
}
\end{verbatim}
\begin{verbatim}
Limbajul C
int f1(int x, int *y)
{
    x=x+2;
    *y=*y-1;
    return x+*y;
    x=x+1;
}
int main()
{
    int n=3,m=6;
    printf(""%d "", f1(f1 (m,&n) ,&m)) ;
    printf(""%d"", m);
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f1(x:integer; var y: integer):integer;
begin
    x:=x+2;
    y:=y-1;
    f1:=x+y;
    x:=x+1
end;
var m,n:integer;
begin
    m:=6;
    n:=3;
    write (f1 (f1 (m, n) , m),' ', m)
end.
\end{verbatim}",N/A,17 5,17 6,10 5,10 6,11 6,10 7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,a,"Răspuns corect: a) 17 5\\
Indicații: $m=6$, $n=3$ rezultă că după apelarea $f1(m, n)$ vor fi următoarele valori:\\ $f1(6,3)=10$, $m=6$, $n=2$. Apelarea $f1(f1(m, n), m)$ se face, de fapt, pentru $f1(10,6)$, care conduce la valorile $f1(10,6)=17$, $m=5$, $n=2$.\\"
Varianta 26,26.14.,Single,"Valorile care vor fi memorate în tabloul bidimensional $b$, cu liniile și coloanele numerotate de la 1 la $n$, după apelul $matrice(a, b, n, q)$, unde $a=(\begin{array}{lll}{2}&{3}&{4}\{3}&{4}&{5}\{4}&{5}&{6}\end{array})$, $b=O_{3}$, $n=3$, $q=2$, sunt:
\begin{verbatim}
Limbajul C++/C
void matrice(int a[][100], int b[][100], int n, int q)
{   int i,j,k;
    if(q>1)
    {
        for(i=1;i<=n;i++)
            for(j=1;j<=n;j++)
                for(k=1;k<=n;k++)
                    b[i][j]=b[i][j]+a[i][k]*a[k][j];
        matrice(a,b,n,q-1);
    }
}
Limbajul Pascal
type matrix = array [1..100,1..100] of integer;
procedure matrice(a:matrix; b:matrix; n:integer; q:integer);
var i,j,k: integer;
begin
    if q>1 then
    begin
    for i:=1 to n do
        for j:=1 to n do
            for k:=1 to n do
                b[i,j]:=b[i,j]+a[i,k]*a[k,j];
    matrice(a,b,n,q-1)
    end
end;
\end{verbatim}",N/A,$b=\left(\begin{array}{lll}2 & 3 & 4,$b=\left(\begin{array}{lll}47 & 38 & 29,$b=\left(\begin{array}{ccc}4 & 6 & 8,$b=\left(\begin{array}{ccc}4 & 9 & 16,$b=\left(\begin{array}{lll}29 & 38 & 47,$b=\left(\begin{array}{lll}77 & 62 & 47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) $b=\left(\begin{array}{lll}29 & 38 & 47 \\ 38 & 50 & 62 \\ 47 & 62 & 77\end{array}\right)$\\
Indicații:\\ \begin{tabular}{|c|c|c|c|} \hline$i=1$ & $j=1$ & $k=1$ & $b[1][1]=4$ \\ \hline$i=1$ & $j=1$ & $k=2$ & $b[1][1]=13$ \\ \hline$i=1$ & $j=1$ & $k=3$ & $b[1][1]=29$ \\ \hline$i=1$ & $j=2$ & $k=1$ & $b[1][2]=6$ \\ \hline$i=1$ & $j=2$ & $k=2$ & $b[1][2]=18$ \\ \hline$i=1$ & $j=2$ & $k=3$ & $b[1][2]=38$ \\ \hline$i=1$ & $j=3$ & $k=1$ & $b[1][3]=8$ \\ \hline$i=1$ & $j=3$ & $k=2$ & $b[1][3]=23$ \\ \hline$i=1$ & $j=3$ & $k=3$ & $b[1][3]=47$ \\ \hline \end{tabular}\\ Identic se procedează și pentru $i=2$ și $i=3$.\\"
Varianta 26,26.15.,Single,"În urma executării programului de mai jos se afișează:
\begin{verbatim}
Limbajul C++
#include <iostream>
using namespace std;
void functie(int &a,int &b)
{   b=3*b;
    a=2*a;}
int main()
{   int n=4;
    functie(n,n);
    cout<<n;}
\end{verbatim}
\begin{verbatim}
Limbajul C
#include <stdio.h>
void functie(int *a, int *b)
{   *b=3*(*b);
    *a=2*(*a);}
int main()
{   int n=4;
    functie(&n,&n);
    printf(""%d"", n);
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
procedure functie (var a:integer; var b:integer);
begin
    b:=3*b;
    a:=2*a
end;
var n:integer;
begin
    n:=4;
    functie(n,n);
    write(n)
end.
\end{verbatim}",N/A,eroare,4,6,12,14,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) 24\\
Indicații: $n=4$ rezultă că variabila $b$ din functie devine 12. Dacă $b$ devine 12, rezultă că și $n$ devine 12. Instrucțiunea $a=2 * a;$ atribuie lui $a$ valoarea $2 * n$, iar $n$ este 12, adică 24.\\"
Varianta 27,27.1.,Single,Rezultatul expresiei de mai jos este: Limbajul C++/C: 16 /(-5 \% 3) * 3; Limbajul Pascal: 16 div (-5 mod 3) * 3,N/A,48,-24,-48,-2,2,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) -24\\
Indicații: Se evaluează mai întâi rezultatul din paranteză, care este -2, apoi se calculează câtul împărțirii lui 16 la -2 și în final acesta se înmulțește cu 3.\\"
Varianta 27,27.2.,Dual,Expresia corespunzătoare penultimei cifre a numărului natural având cel puțin două cifre reținut de variabila întreagă $n$ este:,N/A,n / 10 / 10,n / 10 \% 10,n \% 10 \% 10,n \% 10 / 10,n \% 10 / 100,n / 100 \% 10,n / 10 / 10,n / 10 \% 10,n \% 10 \% 10,n \% 10 / 10,n \% 10 / 100,n / 100 \% 10,n div 10 div 10,n div 10 mod 10,n mod 10 mod 10,n mod 10 div 10,n mod 10 div 100,n div 100 mod 10,b,"Răspuns corect: b) $n / 10 \% 10$ în varianta C / C++, respectiv $n$ div $10$ mod $10$ în varianta Pascal.\\
Exemplu: Pentru $n=3185$, $n / 10=n$ div $10=318$, iar $n / 10 \% 10=318 \% 10=8$, respectiv $n$ div $10$ mod $10=318$ mod $10=8$.\\"
Varianta 27,27.3.,Single,"Afirmația adevărată în privința secvenței de instrucțiuni de mai jos este:
\begin{verbatim}
Limbajul C++/C
d = 1;
while (d * d <= n)
{
    if (n % d == 0)
    {
        d1 = d;
        d2 = n / d;
    }
    d++;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
d := 1;
while d * d <= n do
    begin
        if n mod d = 0 then
            begin
                d1 := d;
                d2 := n div d
            end;
        d := d + 1
    end
\end{verbatim}",N/A,La final $d1$ și $d2$ vor fi egale doar dacă $n$ reține un număr prim.,La final $d1$ și $d2$ vor fi egale doar dacă $n$ reține cubul unui număr prim.,La final $d1$ și $d2$ vor fi egale doar dacă $n$ reține un număr impar.,La final $d1$ ș̦i $d2$ vor fi egale doar dacă $n$ reține un număr par.,La final $d1$ și $d2$ vor fi egale doar dacă $n$ reține 0.,La final $d1$ și $d2$ vor fi egale doar dacă $n$ reține un număr pătrat perfect.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,"Răspuns corect: f) La final $d1$ și $d2$ vor fi egale doar dacă $n$ reține un număr pătrat perfect.\\
Exemple: Pentru $n=11$ vom avea $d1=1$ și $d2=11$, deci $d1 \neq d2$.\\ Pentru $n=125=5^{3}$ vom avea $d1=5$ și $d2=25$, deci $d1 \neq d2$.\\ Pentru $n=21$ vom avea $d1=3$ și $d2=7$, deci $d1 \neq d2$.\\ Pentru orice pătrat perfect de forma $n=r^{2}$, vom avea $d1=d2=r$. De exemplu, pentru $n=36$ vom avea $d1=d2=6$.\\ Indicații: Algoritmul reține la final în $d1$ cel mai mare divizor al lui $n$ al cărui pătrat e mai mic sau egal cu $n$, iar în $d2$ divizorul „complementar"", care înmulțit cu $d1$ dă rezultatul $n$. Doar în cazul pătratelor perfecte $d1=d2$.\\"
Varianta 27,27.4.,Dual,"Secvența de instrucțiuni de mai jos ordonează crescător cele $n$ elemente ale tabloului unidimensional $v$, în care primul element este memorat pe poziția 0, dacă punctele de suspensie sunt înlocuite cu:
\begin{verbatim}
Limbajul C++/C
for (i = 0; i < n - 1; i++)
{
    ...
    {
        if (v[j] > v[j+1])
        {
            aux = v[j];
            v[j] = v[j+1];
            v[j+1] = aux;
        }
    }
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
for i := 0 to n - 2 do
    begin
        ...
            begin
                if v[j] > v[j+1] then
                begin
                    aux := v[j];
                    v[j] := v[j+1];
                    v[j+1] := aux
                end;
            end
    end
\end{verbatim}",N/A,for (j=n-2; j>=i; j--),for (j=0; j<=i; j++),for (j=n-i; j>=i; j--),for (j=1; j<i; j++),for (j=n-1; j>i; j--),for (j=1; j<=i+1; j++),for (j=n-2; j>=i; j--),for (j=0; j<=i; j++),for (j=n-i; j>=i; j--),for (j=1; j<i; j++),for (j=n-1; j>i; j--),for (j=1; j<=i+1; j++),for j:=n-2 downto i do,for j:=0 to i do,for j:=n-i downto i do,for j:=1 to i-1 do,for j:=n-1 downto i+1 do,for j:=1 to i+1 do,a,"Răspuns corect: a) for ($j=n-2$; $j>=i$; $j--$) în varianta C / C++, respectiv for $j:=n-2$ downto $i$ do în varianta Pascal.\\
Exemplu: Dacă $n=4$ și $v=(3,2,1,4)$, la primul pas, în care $i=0$ vor fi comparate 1 și 4, fără a fi nevoie de interschimbare, apoi 2 și 1, care vor fi interschimbate și la final 3 și 1, care vor fi de asemenea interschimbate. Tabloul va deveni astfel $(1,3,2,4)$. Pentru $i=1$ vor fi comparate 2 și 4 fără a fi interschimbate, apoi 3 și 2, care vor fi interschimbate. Tabloul va deveni $(1,2,3,4)$. Pentru $i=2$ vor mai fi comparate, fără a fi interschimbate 3 și 4.\\ Indicații: Algoritmul se aseamănă foarte mult cu sortarea prin metoda bulelor (Bubble Sort), constând de asemenea din parcurgeri succesive ale tabloului, în cadrul cărora sunt comparate și eventual interschimbate elemente aflate pe poziții consecutive. În cazul său însă parcurgerile se fac de la dreapta la stânga, în cadrul fiecăreia elementul minim fiind mutat în stânga subsecvenței prelucrate.\\"
Varianta 27,27.5.,Dual,"Subprogramul $\mathbf{f}$ este definit mai jos. O condiție necesară și suficientă pentru ca numărul natural mai mare strict ca 1 reținut de variabila $n$ să fie prim este:
\begin{verbatim}
Limbajul C++/C
int f(int d, int n)
{
    do
    {
        d++;
    }
    while (n % d != 0);
    return d;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(d, n: integer):integer;
begin
repeat
    d := d + 1;
until n mod d = 0;
f := d
end;
\end{verbatim}",N/A,"f(2, n)==n","f(2, n)==2","f(1, n)==n","f(1, n)==1","f(1, n-1)==n","f(2, n-1)==2","f(2, n)==n","f(2, n)==2","f(1, n)==n","f(1, n)==1","f(1, n-1)==n","f(2, n-1)==2","f(2, n)=n","f(2, n)=2","f(1, n)=n","f(1, n)=1","f(1, n-1)=n","f(2, n-1)=2",c,"Răspuns corect: c) $f(1, n)==n$ în varianta C / C++, respectiv $f(1, n)=n$ în varianta Pascal.\\
Indicații: Apelul $f(d, n)$ returnează cel mai mic divizor al lui $n$ mai mare strict ca $d$. În cazul în care $n$ este prim, acesta va fi $n$ și reciproc (în enunț se garantează că $n$ este natural, mai mare strict ca 1).\\"
Varianta 27,27.6.,Single,Numărul de muchii care trebuie adăugate unui arbore cu 10 vârfuri astfel încât acesta să devină graf complet este:,N/A,9,10,11,35,36,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) 36\\
Indicații: Un arbore cu 10 vârfuri are cu siguranță 9 muchii, iar un graf complet cu 10 vârfuri are cu siguranță $10 * (10-1) / 2 = 45$ de muchii. Prin urmare, vor trebui adăugate $45-9 = 36$ de muchii.\\"
Varianta 27,27.7.,Single,"Suma elementelor aflate pe diagonala principală a matricei $a$, cu 5 linii și 5 coloane numerotate de la 0 la 4, ale cărei elemente sunt actualizate în secvența de instrucțiuni de mai jos este:
\begin{verbatim}
Limbajul C++/C
n = 5;
for (i = 0; i < n; i++)
{
    for (j = 0; j < n; j++)
    {
        a[i][j] = (n - i) * n - j;
    }
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
n := 5;
for i := 0 to n - 1 do
begin
    for j := 0 to n - 1 do
        begin
            a[i,j] := (n-i)*n - j
        end
end
\end{verbatim}",N/A,15,20,35,55,65,70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,e,"Răspuns corect: e) 65\\
Indicații: Secvența de instrucțiuni construiește următoarea matrice:\\ \begin{tabular}{rrrrr} 25 & 24 & 23 & 22 & 21 \\ 20 & 19 & 18 & 17 & 16 \\ 15 & 14 & 13 & 12 & 11 \\ 10 & 9 & 8 & 7 & 6 \\ 5 & 4 & 3 & 2 & 1 \end{tabular}\\"
Varianta 27,27.8.,Single,"O variantă care poate corespunde șirului gradelor interne ale vârfurilor grafului orientat alăturat este:
\includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-156(1)}",images/2025_04_17_46e04c6acd873ea9558dg-156(1),"$(2,1,1,1,0)$","$(1,1,1,1,0)$","$(2,1,0,2,0)$","$(2,0,2,2,0)$","$(2,0,0,3,0)$","$(2,0,1,1,0)$",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) $(2,1,0,2,0)$\\
Indicații: Dacă numerotăm vârfurile ca în figura alăturată, vom obține șirul gradelor interne de la punctul c)\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_04_17_46e04c6acd873ea9558dg-298.jpg} \end{center}\\"
Varianta 27,27.9.,Single,"Un algoritm Backtracking generează ultimele două soluții pilo și poli, având ca date de intrare cuvântul poli. O variantă care poate reprezenta descrierea algoritmului este:",N/A,Algoritmul generează în ordine invers lexicografică anagramele cuvântului citit.,Algoritmul generează în ordine lexicografică anagramele cuvântului citit.,Algoritmul generează în ordine lexicografică anagramele cuvântului citit care nu au vocale pe poziții alăturate.,Algoritmul generează în ordine lexicografică anagramele cuvântului citit care nu au consoane pe poziții alăturate.,Algoritmul generează în ordine lexicografică anagramele cuvântului citit care nu au vocale pe ultima poziție.,Algoritmul generează în ordine invers lexicografică anagramele cuvântului citit care nu au consoane pe ultima poziție.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,c,"Răspuns corect: c) Algoritmul generează în ordine lexicografică anagramele cuvântului citit care nu au vocale pe poziții alăturate.\\
Indicații: Ordinea alfabetică a literelor din cuvintele pilo și poli este i, l, o, p. Prin urmare varianta a) nu are cum să fie cea corectă (este înaintea lui pilo în ordine invers lexicografică). Variantele b) și d) nu sunt corecte, deoarece în ambele cazuri, penultimul cuvânt generat ar fi poil.\\"
Varianta 27,27.10.,Dual,"Programul de mai jos afișează pe ecran textul Poli 2020 dacă punctele de suspensie sunt înlocuite cu:
\begin{verbatim}
Limbajul C++/C
#include <stdio.h>
#include <string.h>
int main()
{
    char s[256], t[256];
    strcpy(s,""Politehnica 2020"");
    ...
    strcpy(s + 4, t);
    puts(s);
    return 0;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
var s, t: string;
begin
    s:='Politehnica 2020';
    ...
    s:=copy(s, 1, 4) + t;
    writeln(s)
end.
\end{verbatim}",N/A,"strcpy(t, strchr (s, ' '));","strcpy(t, strcpy (s, ' '));","strcat(t, strchr (s, '2'));","strcpy(t, strchr (s, "" ""));","strcat(t, strcpy (s, ""2""));","strcpy (t, strchr(s, ""2""));","strcpy(t, strchr (s, ' '));","strcpy(t, strcpy (s, ' '));","strcat(t, strchr (s, '2'));","strcpy(t, strchr (s, "" ""));","strcat(t, strcpy (s, ""2""));","strcpy (t, strchr(s, ""2""));","t:=copy(s, pos(' ', s), 5);","t:=copy(s, copy(' ', s), 4);","t:=s+pos('2', s);","t:=copy(s, pos("" "", s), 5);","t:=copy(s, copy(""2"", s), 4);","t:=copy(s, pos (""2"", s), 5);",a,"Răspuns corect: a) strcpy(t, strchr (s, ' ' )); în varianta C/C++, respectiv t:=copy(s, pos(' ', s), 5); în varianta Pascal.\\
Indicații: Variantele b), d), e) și f) ar produce erori de compilare, iar c) ar face ca în variabila $t$ să fie reținut ""Politehnica 20202020"".\\"
Varianta 27,27.11.,Single,"Subprogramul $f$ este definit mai jos. Valoarea returnată la apelul $f(24,34)$ este:
\begin{verbatim}
Limbajul C++/C
int f(int a, int b)
{
    int r;
    if (a >= b)
    {
        r = a;
    }
    else if (a % 10 == b % 10)
    {
        r = 2 + f(a + 1,b);
    }
    else if (a % 3 == b % 3)
    {
        r = 1 + f(a + 1,b - 1);
    }
    else
    {
        r = f(a, b - 2);
    }
    return r;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(a, b: integer):integer;
var r:integer;
begin
    if a >= b then
        begin
            r := a;
        end
    else
    if a mod 10 = b mod 10 then
        begin
            r := 2 + f(a + 1,b)
        end
    else if a mod 3 = b mod 3
then
        begin
            r := 1 + f(a + 1, b - 1)
        end
    else
        begin
            r := f(a, b - 2)
        end;
    f := r
end;
\end{verbatim}",N/A,30,31,32,33,34,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b,"Răspuns corect: b) 31\\
Indicații: Ordinea apelurilor recursive va fi:\\ $f(24,34)=2+f(25,34)=2+(1+f(26,33))=3+f(26,31)= \\ =3+f(26,29)=3+(1+f(27,28))=4+f(27,26)=4+27=31$\\"
