"section","exercise_number","mode","exercise_text","graphic","a-C++","b-C++","c-C++","d-C++","e-C++","f-C++","a-C","b-C","c-C","d-C","e-C","f-C","a-Pascal","b-Pascal","c-Pascal","d-Pascal","e-Pascal","f-Pascal"
"Varianta 28","28.11.","Single","Rezolvarea problemei generării tuturor imaginilor funcțiilor injective definite pe mulțimea ${\mathbf{1}, \mathbf{2}, \ldots, \mathbf{k}}$ cu valori în mulțimea ${\mathbf{1}, \mathbf{2}, \ldots, \mathbf{n}}$ prin metoda Backtracking necesită ca fiecare element adăugat în vectorul soluție să respecte o condiție de compatibilitate cu cele deja introduse. Aceeași condiție este respectată în cazul:","N/A","Generării tuturor submulțimilor mulțimii ${1,2, \ldots, n}$.","Generării tuturor permutărilor mulțimii ${1,2, \ldots, n}$.","Generării produsului cartezian a $k$ mulțimi ${1,2, \ldots, n}$.","Generării submulțimilor având $k$ elemente ale mulțimii ${1,2, \ldots, n}$.","Generării tuturor partițiilor mulțimii ${1,2, \ldots, n}$.","Generării submulțimilor având cel puțin $k$ elemente ale mulțimii ${1,2, \ldots, n}$.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 28","28.12.","Single","Fie $G$ un graf neorientat cu 10 vârfuri și 8 muchii. Afirmația falsă este:","N/A","$G$ nu poate fi conex","$G$ poate avea mai multe cicluri elementare","$G$ nu poate fi hamiltonian","$G$ nu poate fi eulerian","$G$ poate avea vârfuri izolate (de grad 0)","$G$ poate avea vârfuri terminale (de grad 1)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 28","28.13.","Single","Un arbore cu rădăcină cu 12 noduri are proprietatea că exact 3 dintre nodurile sale au câte 3 fii. Prin înălțimea unui arbore cu rădăcină înțelegem numărul de muchii ale celui mai lung lanț care unește rădăcina cu un alt nod. Înălțimea maximă a arborelui este:","N/A","1","2","3","4","5","6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 28","28.14.","Dual","Subprogramul $mysort$ de mai jos ordonează crescător componentele întregi ale vectorului $v$ (declarat astfel încât să poată reține cel mult 100 de elemente, numerotate de la $0$ la $n-1$) dacă punctele de suspensie sunt înlocuite cu:
\begin{verbatim}
Limbajul C++/C
void mysort(int n, int v[100])
{
    int aux;
    if (n > 1)
    {
        mysort(n - 1, v);
    }
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
procedure mysort(n:integer; var v:vector);
var aux:integer;
begin
    if n>1 then
        begin
            mysort(n - 1, v);
        end
end;
\end{verbatim}
Observație: Tipul vector a fost declarat anterior:
\begin{verbatim}
type vector = array [0..99] of integer;
\end{verbatim}","N/A","\begin{verbatim}
if (v[n-2] > v[n-1])
{
    aux = v[n-1];
    v[n-1] = v[n-2];
    v[n-2] = aux;
    mysort(n - 1, v);
}
\end{verbatim}","\begin{verbatim}
if (v[n-2] < v[n-1])
{
    aux = v[n-1];
    v[n-1] = v[n-2];
    v[n-2] = aux;
    mysort(n - 1, v);
}
\end{verbatim}","\begin{verbatim}
int i;
for (i=0; i+1<n; i++)
{
    if (v[i] > v[i+1])
    {
        aux = v[i];
        v[i] = v[i+1];
        v[i+1] = aux;
    }
}
\end{verbatim}","\begin{verbatim}
int i;
for (i=n-1; i-1>=0; i--)
{
    if (v[i] > v[i-1])
    {
        aux = v[i];
        v[i] = v[i-1];
        v[i-1] = aux;
    }
}
\end{verbatim}","\begin{verbatim}
if (v[n] > v[n+1])
{
    aux = v[n-1];
    v[n-1] = v[n-2];
    v[n-2] = aux;
    mysort(n - 1, v);
}
\end{verbatim}","\begin{verbatim}
if (v[n+1] < v[n])
{
    aux = v[n-1];
    v[n-1] = v[n-2];
    v[n-2] = aux;
    mysort(n - 1, v);
}
\end{verbatim}","\begin{verbatim}
if (v[n-2] > v[n-1])
{
    aux = v[n-1];
    v[n-1] = v[n-2];
    v[n-2] = aux;
    mysort(n - 1, v);
}
\end{verbatim}","\begin{verbatim}
if (v[n-2] < v[n-1])
{
    aux = v[n-1];
    v[n-1] = v[n-2];
    v[n-2] = aux;
    mysort(n - 1, v);
}
\end{verbatim}","\begin{verbatim}
int i;
for (i=0; i+1<n; i++)
{
    if (v[i] > v[i+1])
    {
        aux = v[i];
        v[i] = v[i+1];
        v[i+1] = aux;
    }
}
\end{verbatim}","\begin{verbatim}
int i;
for (i=n-1; i-1>=0; i--)
{
    if (v[i] > v[i-1])
    {
        aux = v[i];
        v[i] = v[i-1];
        v[i-1] = aux;
    }
}
\end{verbatim}","\begin{verbatim}
if (v[n] > v[n+1])
{
    aux = v[n-1];
    v[n-1] = v[n-2];
    v[n-2] = aux;
    mysort(n - 1, v);
}
\end{verbatim}","\begin{verbatim}
if (v[n+1] < v[n])
{
    aux = v[n-1];
    v[n-1] = v[n-2];
    v[n-2] = aux;
    mysort(n - 1, v);
}
\end{verbatim}","\begin{verbatim}
if v[n-2]>v[n-1] then
    begin
        aux := v[n-1];
        v[n-1] := v[n-2];
        v[n-2] := aux;
        mysort(n-1, v)
    end
\end{verbatim}","\begin{verbatim}
if v[n-2] < v[n-1] then
    begin
        aux := v[n-1];
        v[n-1] := v[n-2];
        v[n-2] := aux;
        mysort(n-1, v)
    end
\end{verbatim}","\begin{verbatim}
for i:=0 to n-2 do
    begin
        if v[i] > v[i+1] then
            begin
                aux := v[i];
                v[i] := v[i+1];
                v[i+1] := aux
            end
    end
\end{verbatim}","\begin{verbatim}
for i:=n-1 downto 0 do
    begin
        if v[i] > v[i-1] then
            begin
                aux := v[i];
                v[i] := v[i-1];
                v[i-1] := aux
            end
    end
\end{verbatim}","\begin{verbatim}
if v[n] > v[n+1] then
    begin
        aux := v[n-1];
        v[n-1] := v[n-2];
        v[n-2] := aux;
        mysort(n-1, v)
    end
\end{verbatim}","\begin{verbatim}
if v[n+1] < v[n] then
    begin
        aux := v[n-1];
        v[n-1] := v[n-2];
        v[n-2] := aux;
        mysort(n-1, v)
    end
\end{verbatim}"
"Varianta 28","28.15.","Single","Fie un vector $v$ care reține cele $n$ cifre ($v[0], v[1], \ldots, v[n-1]$) ale unui număr natural $X$ și un număr natural $k$ ($k<n)$. Secvența de instrucțiuni de mai jos își propune să construiască vectorul $s$, care să rețină cifrele celui mai mare număr natural $Y$ care poate fi obținut din $X$ prin eliminarea a exact $k$ cifre, fără a schimba ordinea în care cifrele apăreau în $X$. De exemplu, dacă $n=8$, $k=3$, $v=(5,1,3,5,4,4,6,9)$, corespunzător lui $X=51354469$, secvența de cod ar trebui să construiască $s=(5,5,4,6,9)$, corespunzător lui $Y=55469$. Pentru a obține rezultatul dorit punctele de suspensie trebuie înlocuite cu:
\begin{verbatim}
Limbajul C++/C
    m = 0;
    for (i = 0; i < n; i++)
    {
        while (m>0 && k>0 && ...)
        {
            m-- ;
            k--;
        }
        s[m++] = v[i];
    }
    m -= k;
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
m := 0;
for i := 0 to n - 1 do
    begin
        while (m>0) and (k>0) and (...)
            do
            begin
                m := m - 1;
                k := k - 1;
            end;
        s[m] := v[i];
        m := m + 1
    end;
m := m - k;
\end{verbatim}","N/A","v[i]>v[i-1]","v[i]>=s[m-1]","v[i]>s[m-1]","v[i]<v[i-1]","v[i]<s[m-1]","v[i]<v[i+1]","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.1.","Single","Răsturnatul tabloului unidimensional (2 4 1 3 7 0 5) este (5 0 7 3 1 4 2). Numărul necesar de interschimbări pentru a răsturna un tablou unidimensional cu $n$ (număr natural nenul, impar) elemente este:","N/A","$1$","$n/2+1$","$(n-1)/2$","$(n+1)/2$","$n/2-1$","$n$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.2.","Single","După permutarea circulară spre stânga cu 2 poziții, tabloul unidimensional (18 91 1 15 102) devine:","N/A","(102 15 18 91 1)","(1 15 102 18 91)","(1 15 102 91 18)","(15 102 18 91 1)","(91 1 15 102 18)","(1 15 102)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.3.","Single","În șirurile de mai jos, elementul de pe poziția $\mathbf{k}$ reprezintă rândul pe care este așezată a $\mathbf{k}$-a damă (regină) pe o tablă de șah, damele fiind aşezate pe coloane distincte (dama 1 pe coloana 1, dama 2 pe coloana 2, ş.a.m.d.). Pentru a așeza 4 dame (regine) pe o tablă de șah $4 \times 4$, astfel încât acestea să nu se atace între ele (două dame se atacă atunci când se află pe aceeași linie, pe aceeași coloană sau pe aceeași diagonală), o soluție corectă este:","N/A","4 3 2 1","4 2 3 1","3 1 4 2","2 3 1 4","2 1 3 4","1 2 3 4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.4.","Single","Pentru a sorta crescător tabloul unidimensional (10 24 9 11 33 7 15), folosind Bubble Sort, numărul de interschimbări necesare este:","N/A","9","10","11","12","13","14","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.5.","Single","Cu ajutorul metodei backtracking se generează, în ordine crescătoare, numere cu proprietățile:
\begin{itemize}
  \item au exact cinci cifre;
  \item cifrele de pe poziții consecutive sunt în ordine strict crescătoare;
  \item au cel mult două cifre alăturate de aceeași paritate;
\end{itemize}
Exemplu de numere generate: 13469, 14589. O secvență care conține cinci numere generate consecutiv este:","N/A","45678 45679 45689 46789 56789","34789 35678 35679 35689 45678","34578 34569 34568 34567 26789","13458 13459 13467 13478 13479","13458 13459 13467 13468 13469","26789 34567 34568 34569 34578","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.6.","Single","Pentru funcția $f$ definită mai jos, valoarea returnată de apelul $f(2019,2347)$; este:
\begin{verbatim}
Limbajul C++/C
int f(int a, int b)
{
    int cif;
    if (a+b>0)
    {
        cif=a%10;
        if (cif<b%10)
            cif=b%10;
        return f(a/10, b/10)*10+cif;
    }
    return 0;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(a, b:integer):integer;
var cif:integer;
begin
    if (a+b>0) then
    begin
        cif:=a mod 10;
        if (cif < b mod 10) then
            cif:=b mod 10;
        f:=f(a div 10, b div 10)*10+cif
    end
    else
        f:=
end;
\end{verbatim}","N/A","349","2017","2349","7102","9432","9743","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.7.","Single","Pentru tabloul unidimensional (4,6,14,25,61,73,82,87,95,96,98) numărul minim de elemente ale tabloului care trebuie verificate până este găsit elementul 82 este:","N/A","7","6","5","3","2","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.8.","Single","În urma executării programului de mai jos, variabila $\mathbf{k}$ are valoarea:
\begin{verbatim}
Limbajul C++/C
#include <iostream>
int k=1;
int f(int n)
{
    int k;
    k=k+2;
    return k;
}
int main()
{
    k=f(k);
    return 0;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
program p;
function f(n:integer):integer;
var k:integer;
begin
    k:=k+2;
    f:=k
end;
var k:integer;
begin
    k:=1;
    k:=f(k)
end.
\end{verbatim}","N/A","0","1","2","3","nedefinită","nicio valoare, programul are erori","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.9.","Single","Numărul elementelor care se găsesc strict deasupra diagonalei secundare a unui tablou bidimensional cu 20 de linii și 20 de coloane este:","N/A","180","190","200","210","380","400","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.10.","Single","Problema Turnurile din Hanoi: Se dau 3 tije. Pe prima tijă se găsesc discuri de diametre diferite, aşezate în ordinea descrescătoare a diametrelor privite de jos în sus. Se cere să se mute discurile de pe prima tijă pe cea de-a doua, utilizând ca tijă intermediară cea de-a treia, respectând următoarele reguli:
\begin{itemize}
  \item la fiecare pas se mută un singur disc;
  \item nu este permis să se aşeze un disc cu diametrul mai mare peste un disc cu diametrul mai mic.","N/A","99","100","1022","1023","1024","1025","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.11.","Single","Într-un graf orientat cu 56 de arce, în care oricare arc are extremităţi distincte şi oricare două arce diferă prin cel puţin una dintre extremităţi, numărul minim de vârfuri este:","N/A","6","7","8","28","56","112","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.12.","Single","Fie problema: Se dau $n-1$ numere naturale distincte de la 1 la $n$ ($1<n<10^{5}$). Se cere un algoritm care să determine numărul lipsă. Fie algoritmii:
$A_{1}$: Se verifică prin câte o parcurgere prezența fiecărui număr de la 1 la $n$ în șir.
$A_{2}$: Numărul lipsă este egal cu diferența dintre $[n \cdot (n+1) / 2]$ și suma numerelor din șir.
$A_{3}$: Se sortează numerele și se determină pentru ce valori consecutive în șirul sortat diferența este diferită de 1.
$A_{4}$: Se sortează crescător numerele și se determină prima valoare din șirul sortat care este diferită de poziția în șir.
Este adevărat enunțul:","N/A","Algoritmii $A_{1}$ și $A_{2}$ rezolvă problema pentru anumite date de intrare.","Algoritmul $A_{2}$ este cel mai puțin eficient din punctul de vedere al timpului de executare.","Algoritmul $A_{4}$ este cel mai eficient din punctul de vedere al timpului de executare.","Algoritmul $A_{4}$ rezolvă problema doar dacă numărul lipsă este cel mai mare din șir.","Cel puțin unul dintre algoritmi nu rezolvă problema.","Doi dintre algoritmi nu diferă ca eficiență din punctul de vedere al timpului de executare.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.13.","Single","Fie enunțurile:
$E_{1}$: orice graf neorientat conex $G$ cu cel puțin 2 noduri conține cel puțin un nod $k$ care poate fi eliminat (și muchiile incidente cu el) obținându-se un subgraf $G^{\prime}$ conex;
$E_{2}$: un graf neorientat cu $n$ ($n>2$) noduri și $n$ muchii conține cel puțin un ciclu;
$E_{3}$: orice arbore cu $n$ ($n>1$) noduri conține cel puțin două noduri cu gradul 1.
Enunțurile adevărate sunt:","N/A","doar $E_{1}$","doar $E_{2}$","doar $E_{1}$ și $E_{2}$","doar $E_{1}$ și $E_{3}$","doar $E_{2}$ și $E_{3}$","$E_{1}$, $E_{2}$ și $E_{3}$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.14.","Single","În urma executării unui program pentru generarea permutărilor elementelor unui șir de caractere ce conține duplicate, numărul de cuvinte distincte, anagrame ale cuvântului ""caracter"", este:","N/A","120","2520","5040","10080","20160","40320","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 29","29.15.","Single","Fie următoarele formule:
\begin{enumerate}
  \item $F(n)=\left{\begin{array}{l}{\left[2 \cdot F\left(\frac{n}{2}-1\right)+F\left(\frac{n}{2}\right)\right] \cdot F\left(\frac{n}{2}\right), \text { n este par, } n>3}","N/A","niciuna dintre cele trei formule","doar formula 1","doar formula 2","doar formula 1 și formula 2","doar formula 3","toate cele trei formule","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 30","30.1.","Single","Răsturnatul tabloului unidimensional $(2 4 1 3 7 0)$ este $(0 7 3 1 4 2)$.
Numărul necesar de interschimbări pentru a răsturna un tabloul unidimensional cu $n$ (număr natural nenul, par) elemente este:","N/A","1","$n/2-1$","$n/2$","$(n-1)/2$","$n/2+1$","$n$","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 30","30.2.","Single","Pentru a permuta, eficient din punctul de vedere al memoriei utilizate, circular spre dreapta cu $k$ poziții elementele unui tablou unidimensional cu $n$ numere întregi ($n$, $k$ numere naturale nenule, $k \leq n$) este necesar un spațiu suplimentar de memorie de:","N/A","$n \cdot k$ elemente","$n$ elemente","$k$ elemente","$0$ elemente","$2 \cdot n$ elemente","$2 \cdot k$ elemente","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 30","30.3.","Single","Numărul soluțiilor de așezare a 3 dame (regine) pe o tablă de șah $3 \times 3$, astfel încât acestea să nu se atace între ele (două dame se atacă atunci când se află pe aceeași linie, pe aceeași coloană sau pe aceeași diagonală), este:","N/A","5","4","3","2","1","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 30","30.4.","Single","Un graf este memorat printr-o matrice de adiacență cu $x+5$ linii și $y+3$ coloane. Valorile lui $x$ și respectiv $y$ ar putea fi:","N/A","53","35","14","41","22","21","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 30","30.5.","Single","$dc(a, b)$ reprezintă o funcție care determină cel mai mare divizor comun al numerelor naturale $a$ și $b$ iar $a mod b$ reprezintă restul împărțirii numărului întreg $a$ la numărul întreg nenul $b$. O formulă recursivă pentru determinarea celui mai mare divizor comun a două numere $x$ și $y$ este:","N/A","dc(x, y)=c(x * y, y)","dc(x, y)=dc(x mod y, x)","dc(x, y)=dc(y, x * y)","dc(x, y)=dc(x, x mod y)","dc(x, y)=dc(y, x mod y)","dc(x, y)=dc(x mod x, y mod y)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 30","30.6.","Single","Fie un tablou unidimensional. Algoritmul de sortare rapidă (quick sort) împarte tabloul în:","N/A","2 subtablouri, întotdeauna cu același număr de elemente","2 subtablouri, nu întotdeauna cu același număr de elemente","3 subtablouri, întotdeauna cu același număr de elemente","3 subtablouri, nu întotdeauna cu același număr de elemente","4 subtablouri, întotdeauna cu același număr de elemente","4 subtablouri, nu întotdeauna cu același număr de elemente","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 30","30.7.","Single","Fie șirul de caractere tablou. Răsturnatul acestui șir este uolbat. Structura de date cea mai adecvată în care se poate memora un șir de caractere pentru a-l folosi răsturnat este:","N/A","arbore","coadă","graf orientat","o coadă și un graf orientat","stivă","o coadă și un graf neorientat","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Varianta 30","30.8.","Dual","În programul de mai jos subprogramul $f$ este definit incomplet.
\begin{verbatim}
Limbajul C++/C
void f(int n)
{
    if(n!=0)
    {
        cout<<n; | printf(""%d"",n);
        ........
    }
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
procedure f(n:integer);
begin
    if (n<>0) then
    begin
        writeln(n);
        ...........
    end
end;
\end{verbatim}
Instrucțiunea cu care se pot înlocui punctele de suspensie astfel încât după apelul $f(n)$ din programul principal executarea să se încheie fără niciun fel de eroare, indiferent de valoarea întreagă a parametrului, este:","N/A","$f(n-2)$;","$f(n-1)$;","$f(n \% 2)$;","$f(n / 2)$;","$f(n+2)$;","$f(n * 2)$;","$f(n-2)$;","$f(n-1)$;","$f(n \% 2)$;","$f(n / 2)$;","$f(n+2)$;","$f(n * 2)$;","$f(n-2)$","$f(n-1)$","$f(n mod 2)$","$f(n div 2)$","$f(n+2)$","$f(n * 2)$"
"Varianta 30","30.9.","Single","Subprogramele $\mathbf{f}$ și $\mathbf{s}$ sunt definite mai jos.
\begin{verbatim}
Limbajul C++/C
int f(int x)
{
    x=x+1;
    return x;
}
int s(int x, int y)
{
    return x+y;
}
\end{verbatim}
\begin{verbatim}
Limbajul Pascal
function f(x:integer):integer;
begin
    x:=x+1;
    f:=x
end;
function s(x,y:integer):integer;
begin
    s:=x+y
end;
\end{verbatim}
În urma executării instrucțiunii
Limbajul C++/C: z = s(f(1), f(1));
Limbajul Pascal: z:=s(f(1), f(1));
variabila de tip întreg $z$ are valoarea:","N/A","0","1","2","3","4","5","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
